0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.5,-0.8660254037844386,0.,0.,0.,0.16761932630198584
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8660254037844386,-0.5,0.,0.,0.,-0.02835068694173745
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.15933793821362155,-0.0592572480447086,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.16761932630198584
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,-0.028350686941737403
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,-0.028350686941737403,0.16761932630198584,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,0.8660254037844386,0.,0.,0.,0.059257248044708555
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.8660254037844386,0.5,0.,0.,0.,-0.15933793821362158
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,-0.13098725127188415,-0.10836207825727728,0.
-5478.3568454885135,0.,0.,0.,0.,-172.3870497548169,-18.800044421318184,0.,0.,0.,0.,-0.5915796076189248,5478.3568454885135,0.,0.,0.,0.,172.3870497548169,18.800044421318184,0.,0.,0.,0.,0.5915796076189248,0.,0.,0.,0.,0.,0.
0.,-5478.3568454885135,0.,0.,0.,172.3870497548169,0.,-18.800044421318184,0.,0.,0.,0.5915796076189248,0.,5478.3568454885135,0.,0.,0.,-172.3870497548169,0.,18.800044421318184,0.,0.,0.,-0.5915796076189248,0.,0.,0.,0.,0.,0.
0.,0.,-9656.799938834829,405.76163878763685,-133.06993610574503,0.,0.,0.,-9.826901820428873,0.41290901873478614,-0.13541392652271103,0.,0.,0.,9656.799938834829,-405.76163878763685,133.06993610574503,0.,0.,0.,9.826901820428873,-0.41290901873478614,0.13541392652271103,0.,0.,0.,0.,0.,0.,0.
0.,-5478.3568454885135,0.,0.,0.,-172.3870497548169,0.,-18.800044421318184,0.,0.,0.,-0.5915796076189248,0.,5478.3568454885135,0.,0.,0.,172.3870497548169,0.,18.800044421318184,0.,0.,0.,0.5915796076189248,0.,0.,0.,0.,0.,0.
5478.3568454885135,0.,0.,0.,0.,172.3870497548169,18.800044421318184,0.,0.,0.,0.,0.5915796076189248,-5478.3568454885135,0.,0.,0.,0.,-172.3870497548169,-18.800044421318184,0.,0.,0.,0.,-0.5915796076189248,0.,0.,0.,0.,0.,0.
0.,0.,-9656.799938834829,405.76163878763685,133.06993610574503,0.,0.,0.,-9.826901820428873,0.41290901873478614,0.13541392652271103,0.,0.,0.,9656.799938834829,-405.76163878763685,-133.06993610574503,0.,0.,0.,9.826901820428873,-0.41290901873478614,-0.13541392652271103,0.,0.,0.,0.,0.,0.,0.
5478.3568454885135,0.,0.,0.,0.,-172.3870497548169,18.800044421318184,0.,0.,0.,0.,-0.5915796076189248,-5478.3568454885135,0.,0.,0.,0.,172.3870497548169,-18.800044421318184,0.,0.,0.,0.,0.5915796076189248,0.,0.,0.,0.,0.,0.
0.,5478.3568454885135,0.,0.,0.,172.3870497548169,0.,18.800044421318184,0.,0.,0.,0.5915796076189248,0.,-5478.3568454885135,0.,0.,0.,-172.3870497548169,0.,-18.800044421318184,0.,0.,0.,-0.5915796076189248,0.,0.,0.,0.,0.,0.
0.,0.,-9656.799938834829,-405.76163878763685,133.06993610574503,0.,0.,0.,-9.826901820428873,-0.41290901873478614,0.13541392652271103,0.,0.,0.,9656.799938834829,405.76163878763685,-133.06993610574503,0.,0.,0.,9.826901820428873,0.41290901873478614,-0.13541392652271103,0.,0.,0.,0.,0.,0.,0.
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
